_id,Year,Month,Origin,Dest,Pax From Origin,Pax To Origin,Freight From Origin,Frieght To Origin,Mail From Origin,Mail To Origin
216,2024,6,KOLKATA,KOCHI,3677,3540,0.00,0.00,0.00,0.00
217,2024,7,KOLKATA,KOCHI,822,679,3.49,1.08,0.00,0.00
218,2024,8,KOLKATA,KOCHI,3232,2645,41.16,0.58,0.00,0.00
219,2024,1,KOLKATA,Ayodhya International Airport ,857,733,0.19,0.00,0.00,0.00
220,2024,2,KOLKATA,Ayodhya International Airport ,1624,1502,0.06,0.00,0.00,0.00
221,2024,3,KOLKATA,Ayodhya International Airport ,1982,1965,0.00,0.00,0.00,0.00
222,2024,4,KOLKATA,Ayodhya International Airport ,2113,1843,0.00,0.00,0.00,0.00
223,2024,6,KOLKATA,Ayodhya International Airport ,1876,2254,0.00,0.00,0.00,0.00
224,2024,7,KOLKATA,Ayodhya International Airport ,485,305,0.00,0.00,0.00,0.00
225,2024,1,KOLKATA,LILABARI,724,770,0.65,0.00,0.00,0.00
226,2024,2,KOLKATA,LILABARI,490,625,0.92,0.00,0.00,0.00
227,2024,3,KOLKATA,LILABARI,1066,1099,0.61,0.00,0.00,0.00
228,2024,4,KOLKATA,LILABARI,1102,1059,0.45,0.00,0.00,0.00
229,2024,6,KOLKATA,LILABARI,620,860,0.33,0.00,0.00,0.00
230,2024,7,KOLKATA,LILABARI,908,1098,0.53,0.00,0.00,0.00
231,2024,8,KOLKATA,LILABARI,544,705,0.52,0.00,0.00,0.00
232,2024,1,KOLKATA,LUCKNOW,11481,12327,57.68,50.31,7.15,4.85
233,2024,2,KOLKATA,LUCKNOW,10294,10992,49.74,44.81,5.00,4.19
234,2024,3,KOLKATA,LUCKNOW,10927,12611,91.86,45.73,12.47,3.62
235,2024,4,KOLKATA,LUCKNOW,9158,9816,58.64,28.39,8.72,3.69
236,2024,6,KOLKATA,LUCKNOW,8653,10788,64.52,45.63,1.87,3.61
237,2024,7,KOLKATA,LUCKNOW,9749,10048,65.00,38.12,4.02,4.48
238,2024,8,KOLKATA,LUCKNOW,9006,9273,75.92,32.12,4.34,4.88
239,2024,1,KOLKATA,MUMBAI,78355,79428,569.78,457.45,29.76,39.75
240,2024,2,KOLKATA,MUMBAI,73696,76950,578.20,885.51,25.33,50.59
241,2024,3,KOLKATA,MUMBAI,73853,78438,458.47,835.42,28.37,52.66
242,2024,4,KOLKATA,MUMBAI,79037,92277,448.26,806.43,25.95,43.52
243,2024,6,KOLKATA,MUMBAI,81635,80175,696.80,842.31,23.85,29.18
244,2024,7,KOLKATA,MUMBAI,89171,77665,682.53,907.49,33.56,26.64
245,2024,8,KOLKATA,MUMBAI,87800,76956,677.89,933.90,23.97,26.30
246,2024,1,KOLKATA,NAGPUR,6231,6125,11.10,28.88,0.06,1.74
247,2024,2,KOLKATA,NAGPUR,5797,5436,13.00,19.23,0.04,1.87
248,2024,3,KOLKATA,NAGPUR,6239,5793,11.38,19.02,0.05,1.52
249,2024,4,KOLKATA,NAGPUR,4827,5134,11.96,15.41,0.05,1.68
250,2024,6,KOLKATA,NAGPUR,4884,4964,9.59,17.02,0.04,2.30
251,2024,7,KOLKATA,NAGPUR,5423,5319,6.04,19.77,0.03,2.15
252,2024,8,KOLKATA,NAGPUR,5141,5096,9.46,20.56,0.06,2.84
253,2024,4,KOLKATA,PAKYONG,1615,1533,0.00,0.00,0.00,0.00
254,2024,6,KOLKATA,PAKYONG,533,542,0.00,0.00,0.00,0.00
255,2024,1,KOLKATA,PATNA,10644,10506,33.63,19.90,19.08,9.49
256,2024,2,KOLKATA,PATNA,11622,11484,30.02,12.57,25.15,8.45
257,2024,3,KOLKATA,PATNA,13240,13004,33.45,13.99,37.28,6.89
258,2024,4,KOLKATA,PATNA,13392,12848,46.82,9.84,29.72,6.71
259,2024,6,KOLKATA,PATNA,12046,12803,39.74,11.65,25.11,6.59
260,2024,7,KOLKATA,PATNA,12369,13063,27.52,10.03,9.12,7.40
261,2024,8,KOLKATA,PATNA,12972,13774,35.99,10.03,1.84,7.00
262,2024,1,KOLKATA,PORT BLAIR,28723,30598,188.00,106.15,8.30,0.00
263,2024,2,KOLKATA,PORT BLAIR,26838,27086,167.96,112.88,5.91,0.00
264,2024,3,KOLKATA,PORT BLAIR,29348,28844,150.49,129.82,5.22,0.00
265,2024,4,KOLKATA,PORT BLAIR,19096,25011,121.00,116.79,5.37,0.02
266,2024,6,KOLKATA,PORT BLAIR,19884,18676,144.89,56.51,24.47,4.85
267,2024,7,KOLKATA,PORT BLAIR,16463,11230,144.29,70.07,21.36,5.62
268,2024,8,KOLKATA,PORT BLAIR,14953,12779,123.27,81.82,25.81,5.14
269,2024,1,KOLKATA,PUNE,14492,15099,42.70,187.02,0.94,1.12
270,2024,2,KOLKATA,PUNE,13664,14333,41.32,92.87,0.60,1.21
271,2024,3,KOLKATA,PUNE,14228,15244,48.21,75.67,1.00,1.62
272,2024,4,KOLKATA,PUNE,12990,15042,66.05,77.12,0.23,0.70
273,2024,6,KOLKATA,PUNE,18727,18275,138.02,89.34,2.41,2.94
274,2024,7,KOLKATA,PUNE,19321,17228,78.75,95.44,1.77,3.25
275,2024,8,KOLKATA,PUNE,17609,17518,62.70,88.56,1.47,3.72
276,2024,1,KOLKATA,RAIPUR,11182,11436,32.35,2.51,2.78,0.00
277,2024,2,KOLKATA,RAIPUR,9624,10093,23.77,2.76,4.89,0.00
278,2024,3,KOLKATA,RAIPUR,9941,10437,23.27,0.14,8.02,0.00
279,2024,4,KOLKATA,RAIPUR,9900,11483,25.85,0.03,4.40,0.00
280,2024,6,KOLKATA,RAIPUR,11365,10819,32.74,0.14,2.28,0.00
281,2024,7,KOLKATA,RAIPUR,11389,9809,29.38,0.07,1.82,0.00
